ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_bet_rest_delivery_km,order_Drinks ,order_Meal ,order_Snack ,vehicle_electric_scooter ,vehicle_motorcycle ,vehicle_scooter 
C5DD,AURGRES06DEL01,22,4.4,39,16.760475822827274,False,False,True,False,True,False
AADD,HYDRES15DEL02,33,4.5,35,12.270876910294279,True,False,False,False,False,True
A0B9,PUNERES07DEL03,29,4.6,24,13.76488736327854,False,True,False,False,True,False
2604,INDORES07DEL02,20,4.6,26,19.63267330546414,False,False,True,False,True,False
B76C,VADRES12DEL02,37,4.0,39,12.552275755914394,False,True,False,False,True,False
1066,MYSRES05DEL01,29,4.6,28,6.205443615404849,False,True,False,False,False,False
7C23,MYSRES07DEL03,20,4.7,19,9.307969804594673,False,False,False,False,True,False
7F3D,COIMBRES13DEL02,24,4.4,34,3.109874956831217,False,False,False,False,True,False
571B,COIMBRES04DEL01,20,4.9,17,1.5548963739937318,True,False,False,False,True,False
BCDF,COIMBRES06DEL03,28,4.7,29,13.993230923259892,True,False,False,False,False,True
CF16,KNPRES15DEL03,32,4.8,44,13.41246863054098,False,True,False,False,True,False
BD64,INDORES010DEL01,36,4.8,27,1.5103683709801028,False,False,True,False,True,False
4D56,RANCHIRES02DEL02,35,4.7,19,7.845173108613388,False,False,False,True,False,False
66BF,MUMRES09DEL02,23,4.7,19,7.63817170737528,False,True,False,False,True,False
6C44,SURRES12DEL01,22,4.8,25,10.624594799022988,False,True,False,True,False,False
75BA,SURRES19DEL03,29,4.8,30,13.661195168529341,True,False,False,False,True,False
B0D1,RANCHIRES18DEL01,23,4.5,23,1.5073380516053525,False,False,False,False,True,False
9DBB,VADRES02DEL01,27,4.4,35,10.983241696284244,False,False,False,True,False,False
A5A3,HYDRES11DEL02,28,4.8,19,3.0681857879594796,False,True,False,False,True,False
470C,BANGRES17DEL02,22,4.7,33,7.747301749382407,True,False,False,False,True,False
566,MYSRES20DEL02,29,4.6,33,2734.482485714111,False,False,True,True,False,False
74D3,COIMBRES01DEL03,37,4.9,22,4.664677959716757,False,False,True,False,True,False
AB82,VADRES16DEL01,28,4.3,31,6.276138627413788,False,True,False,False,True,False
3B21,MYSRES06DEL01,32,4.8,37,17.063874784931702,False,True,False,False,True,False
D6D5,ALHRES09DEL01,30,4.6,19,6.276138627413788,False,False,False,False,False,True
4C2F,PUNERES19DEL03,20,4.6,10,4.588458640200588,False,False,True,False,False,True
5EC6,SURRES16DEL02,30,4.1,37,12.14306863645734,False,True,False,False,True,False
6A10,SURRES06DEL02,21,4.5,29,7.589193023257342,False,True,False,False,True,False
19DF,INDORES11DEL01,20,4.5,19,16.611241863997247,True,False,False,False,True,False
D644,KOCRES11DEL01,34,4.8,28,17.129791327493336,True,False,False,False,False,True
7298,MYSRES15DEL02,21,4.9,25,12.409793910752205,True,False,False,False,True,False
F2C,VADRES14DEL02,21,4.5,32,12.098902980592285,False,True,False,False,True,False
ADCB,COIMBRES03DEL02,28,4.9,17,12.438452034187614,False,True,False,False,False,True
4181,HYDRES06DEL03,39,4.6,30,13.804694329473278,False,False,True,False,True,False
9D9C,JAPRES16DEL01,33,4.4,32,5.953310095151372,False,False,False,False,True,False
1984,COIMBRES03DEL01,34,4.5,29,10.883734942367136,False,False,False,False,True,False
2460,RANCHIRES01DEL03,33,5.0,33,13.561204009757525,False,False,False,False,True,False
BE89,MUMRES18DEL02,23,4.5,18,3.0544141238528257,False,True,False,True,False,False
7DDF,BANGRES02DEL01,37,4.9,38,6.197928559983297,True,False,False,False,True,False
7B07,MUMRES07DEL01,38,4.1,32,10.69023490025587,False,False,True,True,False,False
35EC,MUMRES16DEL01,35,4.1,38,16.796650852961825,False,False,False,False,True,False
C6BB,LUDHRES18DEL03,34,5.0,20,4.391776024106294,False,True,False,False,False,True
A925,HYDRES14DEL01,27,4.3,32,10.738078032534037,False,True,False,False,True,False
182F,RANCHIRES09DEL02,20,4.6,13,3.0146295375208254,True,False,False,False,False,True
CB99,GOARES05DEL02,37,4.7,15,7.845173108613388,True,False,False,False,False,True
7B2D,INDORES06DEL02,22,5.0,15,19.632314732102273,True,False,False,False,True,False
1630,JAPRES04DEL02,38,5.0,16,7.439985356282965,False,False,False,True,False,False
10D6,SURRES13DEL03,36,4.6,25,4.553866510569296,False,False,True,False,False,True
B849,PUNERES13DEL02,27,4.6,10,7.6472536668449616,True,False,False,True,False,False
E45,SURRES13DEL02,36,4.6,25,3.0359578343676326,False,True,False,True,False,False
B47E,RANCHIRES16DEL01,32,4.6,46,10.549588224835514,False,False,True,False,True,False
7A87,BANGRES01DEL03,20,4.8,21,4.64882056145502,False,False,False,False,False,True
C885,AURGRES05DEL02,31,4.3,37,19.807195662038854,False,False,False,False,True,False
E95,CHENRES11DEL02,20,4.7,16,7.745931643123963,True,False,False,False,True,False
7638,INDORES15DEL02,32,4.9,29,3.0205869101906617,False,True,False,False,True,False
4F16,VADRES16DEL03,30,4.9,53,14.121309628180253,False,False,False,False,True,False
81D7,PUNERES16DEL02,22,4.8,12,7.647789157646795,True,False,False,False,False,True
A22D,PUNERES14DEL01,25,4.9,13,1.529726161521905,True,False,False,False,False,True
72D,MUMRES08DEL02,29,4.6,30,19.853047926026434,True,False,False,False,True,False
3641,JAPRES09DEL03,29,4.8,25,4.46400761913827,True,False,False,False,True,False
EA8,COIMBRES18DEL02,20,4.8,38,12.43853721145819,False,False,False,False,True,False
7B13,HYDRES19DEL02,32,4.6,26,12.270899359356777,False,False,False,False,False,True
5.5E+06,MUMRES03DEL01,32,4.8,29,6.106693540212503,True,False,False,False,True,False
A101,JAPRES13DEL02,30,4.9,23,7.441592937377917,True,False,False,False,True,False
102A,VADRES14DEL02,38,4.8,16,3.0250200991270155,False,False,False,False,False,True
E1A5,DEHRES13DEL01,31,4.5,39,16.136837180781157,False,False,False,False,True,False
DB73,DEHRES06DEL03,39,4.0,37,8.803045098536758,False,False,True,False,True,False
69AC,INDORES11DEL02,32,4.6,29,7.55131351903882,False,True,False,False,True,False
5A45,COIMBRES03DEL01,32,4.9,24,1.5548957532429257,False,True,False,False,True,False
472E,VADRES010DEL01,35,4.9,25,1.5125407936966182,False,False,True,False,False,True
804A,RANCHIRES09DEL02,27,4.9,20,7.536191437028687,False,True,False,False,False,True
7C19,VADRES08DEL02,30,4.2,44,7.845173108613388,False,False,False,False,True,False
20D3,INDORES20DEL03,22,4.9,18,9.061995111687809,False,True,False,False,False,True
8029,COIMBRES05DEL03,29,4.5,23,13.993210456583567,True,False,False,False,True,False
6A01,PUNERES07DEL03,36,4.1,24,9.176966696142655,False,False,False,False,True,False
2B00,VADRES09DEL03,39,4.6,26,9.414207472710387,True,False,False,False,False,True
8CC8,JAPRES04DEL01,29,4.7,26,5.9521029067124775,False,False,True,False,True,False
3319,SURRES20DEL03,25,4.9,19,13.661064865061226,False,True,False,False,True,False
8271,BANGRES12DEL03,32,4.0,40,13.945492012958097,False,False,True,False,True,False
1122,SURRES15DEL01,31,4.0,44,10.625346368622562,True,False,False,False,True,False
9E+75,HYDRES07DEL02,22,4.8,15,3.0682355520734235,False,False,False,False,True,False
2F86,COIMBRES15DEL02,20,4.9,26,20.21226394004648,False,False,True,False,False,True
D6B,VADRES18DEL01,29,4.6,19,1.5690347154047224,True,False,False,False,True,False
6A50,MUMRES13DEL03,22,4.7,24,4.580670744184101,False,True,False,False,False,True
4B27,JAPRES04DEL01,20,4.9,14,5.9521029067124775,False,True,False,False,False,True
36DC,MYSRES13DEL02,30,4.9,34,7.756917958870651,True,False,False,True,False,False
489D,JAPRES05DEL03,23,4.8,24,8.92770872590978,False,True,False,False,False,True
7B96,BANGRES12DEL01,28,4.8,15,17.044162145029446,False,False,True,False,True,False
7421,CHENRES01DEL02,30,5.0,25,7.746805459207662,False,False,True,False,True,False
C3A8,KNPRES19DEL03,25,4.8,14,8.941865879383803,True,False,False,False,False,True
C06A,DEHRES12DEL02,37,4.7,18,7.845173108613388,False,False,True,False,False,True
E0AB,KNPRES09DEL03,28,4.6,11,8.94245154039386,False,False,True,False,True,False
6624,SURRES15DEL01,25,4.7,19,10.625346368622562,False,False,False,False,False,True
43CF,COIMBRES04DEL02,27,4.7,15,3.109767295530947,False,False,True,False,True,False
C9D2,GOARES19DEL03,35,4.6,23,14.121309628180253,False,True,False,False,False,True
6C22,COIMBRES05DEL03,21,4.8,13,9.329036830171704,False,True,False,False,False,True
58B4,INDORES18DEL01,24,4.9,24,16.611017637184716,False,True,False,False,False,True
3638,JAPRES15DEL01,22,4.6,23,16.36677707693168,False,True,False,False,True,False
8BFA,INDORES010DEL02,38,4.9,29,7.551343285025763,False,False,True,False,True,False
7B31,HYDRES18DEL03,27,4.1,22,4.601979037855995,True,False,False,False,True,False
CEAD,LUDHRES15DEL03,26,4.5,19,4.391596645458134,False,False,True,True,False,False
A62C,MYSRES18DEL02,21,4.8,13,3.102699426791535,False,True,False,False,True,False
A563,COIMBRES16DEL02,32,4.5,28,3.1098408747490094,True,False,False,False,True,False
C3A1,ALHRES07DEL03,35,4.6,21,4.488577625714156,False,True,False,False,False,True
B77B,MUMRES05DEL02,29,4.9,29,12.222822911705848,False,False,False,False,True,False
58CF,CHENRES010DEL03,23,4.5,27,4.647625792526802,True,False,False,False,True,False
6487,RANCHIRES05DEL01,31,4.9,30,6.028971433810881,False,False,False,False,True,False
9D1,CHENRES07DEL01,20,4.8,20,6.196592923971632,True,False,False,True,False,False
2846,PUNERES03DEL01,39,4.8,29,6.118020607368754,False,False,False,False,False,True
8240,HYDRES07DEL02,33,4.9,26,7.670294054159628,False,False,True,False,True,False
1D1B,HYDRES13DEL02,28,4.8,18,7.670149314173936,False,False,True,False,True,False
C649,KOLRES13DEL03,22,4.9,25,9.067329130201982,False,True,False,False,True,False
158C,HYDRES09DEL01,34,4.7,44,1.5341077478966478,False,True,False,False,True,False
2A1B,CHENRES06DEL03,26,4.8,26,4.6477374141953405,False,True,False,False,True,False
3.9E+02,COIMBRES010DEL01,21,4.9,38,17.103069399168035,False,True,False,False,True,False
AC94,RANCHIRES17DEL03,22,4.9,12,9.042547607822385,False,False,True,False,True,False
A8E0,BANGRES08DEL03,30,4.7,29,4.649061303070843,False,True,False,False,True,False
17CC,JAPRES05DEL02,23,4.7,38,19.34075760469122,False,True,False,True,False,False
BA4D,CHENRES14DEL01,33,4.2,33,1.5493596914279444,False,False,False,False,True,False
8598,MYSRES09DEL01,36,4.3,35,17.06389980914693,False,False,True,False,False,True
89FB,RANCHIRES11DEL03,29,5.0,20,9.043027721349308,False,True,False,False,True,False
BE99,BANGRES14DEL01,36,4.9,21,1.5495871139522706,True,False,False,False,True,False
65A,BANGRES02DEL01,27,5.0,26,6.197928559983297,False,True,False,False,True,False
551,CHENRES19DEL03,29,4.6,32,4.648349677934942,False,True,False,False,True,False
9A98,COIMBRES06DEL03,30,4.9,34,9.329050456698118,False,False,False,False,False,True
A5B3,MYSRES16DEL02,39,4.1,32,7.756832982430433,False,False,True,False,True,False
BF45,DEHRES14DEL03,29,4.6,27,4.402591786911943,True,False,False,False,True,False
438E,PUNERES010DEL02,33,4.9,21,3.059218998881136,False,True,False,False,True,False
45B4,VADRES09DEL03,31,4.9,29,14.121309628180253,False,False,False,False,False,True
B036,PUNERES01DEL03,31,4.8,18,9.176411719332265,False,False,False,False,False,True
206E,MYSRES19DEL01,24,4.5,25,17.063560974578667,False,False,False,False,False,True
A378,HYDRES08DEL01,21,5.0,18,10.737746566804859,False,False,True,False,True,False
CF10,BHPRES08DEL02,27,4.6,18,3.015834722116523,False,False,True,False,False,True
BFE3,ALHRES20DEL02,38,4.7,29,7.4805507497587564,False,True,False,False,True,False
828A,MYSRES20DEL02,31,4.8,21,3.1026991431015514,False,False,False,False,True,False
53F2,PUNERES02DEL02,29,5.0,19,7.6474828708434535,False,False,False,False,False,True
81FF,INDORES03DEL03,39,4.8,39,4.530928419484682,False,False,True,False,True,False
36EF,VADRES03DEL02,29,4.9,15,7.56197659193788,True,False,False,False,True,False
B7A2,HYDRES05DEL01,30,5.0,17,1.5340993371342369,False,False,True,False,False,True
3A88,CHENRES06DEL02,34,4.6,29,3.098521571402993,False,False,False,False,False,True
D12,PUNERES18DEL02,36,4.3,44,19.87900471871662,False,True,False,False,True,False
155C,RANCHIRES12DEL03,34,5.0,26,9.414207472710387,True,False,False,False,False,True
1458,MUMRES19DEL03,29,4.7,14,9.162088233924921,True,False,False,False,True,False
5D6B,PUNERES11DEL02,37,4.8,35,19.882241811751964,True,False,False,False,False,True
A23D,VADRES03DEL03,22,4.4,27,9.074224662550684,False,False,False,False,True,False
48BC,SURRES19DEL02,27,4.1,32,12.143472113202598,False,False,False,False,True,False
18CA,VADRES16DEL03,29,4.6,25,9.414207472710387,False,True,False,False,False,True
1604,HYDRES12DEL03,31,4.4,40,9.204105757164326,True,False,False,False,True,False
6B7E,HYDRES20DEL01,26,4.5,23,10.736506622050817,True,False,False,False,False,True
BF0A,AGRRES07DEL02,29,4.6,29,17666.1426184159,True,False,False,False,True,False
7F24,VADRES08DEL01,38,4.9,18,6.276138627413788,False,False,False,False,False,True
C75B,AURGRES02DEL02,21,4.6,23,3.1380694073889375,False,False,False,False,True,False
ABCC,INDORES19DEL01,35,4.7,24,6.041264187733316,False,True,False,False,False,True
BCF1,CHENRES02DEL02,21,4.7,14,7.745676524101947,False,False,False,False,True,False
C796,DEHRES09DEL02,32,5.0,41,11.738325118356856,False,False,True,False,True,False
AC1F,SURRES17DEL02,29,4.6,16,19.731623687796006,True,False,False,False,True,False
1560,INDORES17DEL03,32,4.5,37,13.591016959866298,False,False,False,False,True,False
904F,HYDRES05DEL02,20,4.5,24,7.670103460594373,True,False,False,False,True,False
580D,INDORES17DEL03,28,4.6,14,4.5307883016857105,False,False,True,True,False,False
AAA3,SURRES14DEL02,23,4.7,38,12.143170122126165,False,False,False,False,True,False
AD6A,COIMBRES17DEL01,32,4.9,25,1.554893122541528,False,True,False,False,True,False
220A,CHENRES05DEL03,33,4.0,35,9.295128065715456,False,False,False,False,False,True
D97B,KOCRES06DEL01,36,4.3,39,6.229563468176074,False,True,False,False,False,True
979A,MUMRES01DEL02,35,3.7,31,19.849664698188136,False,False,True,False,False,True
B8BB,BANGRES07DEL01,38,4.3,37,1.5495023088971138,False,False,True,True,False,False
9942,MUMRES16DEL02,38,4.9,47,7.635484045429887,False,False,True,False,True,False
2210,RANCHIRES06DEL02,37,4.4,44,19.590994221235338,False,False,True,False,True,False
BD6E,CHENRES18DEL03,32,4.6,24,4.648389301816639,False,False,True,False,True,False
7724,JAPRES18DEL03,38,4.6,15,8.927409587683982,True,False,False,True,False,False
39EB,VADRES15DEL03,34,4.9,40,14.121309628180253,True,False,False,False,True,False
59AA,PUNERES05DEL02,33,4.5,28,12.235732851647132,False,False,True,False,True,False
BCA4,COIMBRES11DEL01,20,5.0,28,17.103104604488404,False,False,True,True,False,False
3EF0,JAPRES02DEL01,20,4.8,20,5.951832191839428,False,True,False,False,True,False
DCA0,GOARES20DEL02,32,4.8,27,7.845173108613388,False,False,True,False,False,True
DD5D,DEHRES02DEL01,26,4.7,10,6.276138627413788,False,False,True,False,True,False
45EA,JAPRES03DEL02,36,4.7,25,11.902776952949116,False,False,True,True,False,False
DCB6,GOARES16DEL03,21,5.0,18,13.870521712299096,False,True,False,False,False,True
698D,MUMRES18DEL01,29,4.6,32,10.689700885525228,False,True,False,False,True,False
A29A,HYDRES18DEL02,33,4.6,21,19.939345878302397,False,False,False,False,True,False
402B,PUNERES010DEL03,31,4.7,18,4.588766117367849,True,False,False,False,False,True
5E7B,RANCHIRES17DEL03,32,4.8,30,4.521503515521098,False,False,False,False,True,False
1FA6,PUNERES07DEL02,39,4.5,19,3.059155402867807,True,False,False,False,True,False
B44B,HYDRES18DEL01,22,4.9,30,1.5340323549931714,False,True,False,False,False,True
94DE,COIMBRES03DEL02,28,4.9,31,12.438452034187614,True,False,False,False,True,False
D9E3,KNPRES01DEL02,32,4.6,25,2.980930690031283,True,False,False,False,False,True
5C0B,BANGRES19DEL03,39,4.8,38,13.946167423771863,False,True,False,False,True,False
59EF,INDORES03DEL03,38,4.7,30,9.06140788892475,False,False,True,True,False,False
26FC,MUMRES19DEL01,32,4.6,37,10.689046567961848,True,False,False,False,True,False
6D71,JAPRES08DEL03,37,4.8,27,20.827706441684747,True,False,False,False,True,False
D334,GOARES07DEL02,33,4.9,29,7.705091176861137,False,False,False,False,True,False
9861,CHENRES12DEL01,29,4.7,39,6.197897916874956,False,True,False,False,True,False
135A,JAPRES17DEL03,29,4.5,24,20.829147892091495,True,False,False,False,True,False
1AFF,RANCHIRES06DEL02,27,4.8,19,7.536019458518527,False,True,False,False,False,True
7D14,INDORES06DEL02,28,4.9,17,7.551888433427441,False,True,False,False,True,False
8C95,VADRES12DEL01,27,4.9,22,17.259376716936664,True,False,False,False,False,True
DF12,AURGRES03DEL01,31,4.8,11,1.5239000208142814,False,False,False,False,False,True
2DAF,HYDRES05DEL02,20,2.5,43,19.94021940160752,False,False,True,False,False,True
7412,CHENRES16DEL02,27,4.5,16,20.138426124804933,False,True,False,False,True,False
C15C,KOLRES19DEL01,29,4.5,18,6.045165824854442,True,False,False,False,True,False
69ED,HYDRES06DEL01,34,5.0,33,1.5340125223641272,False,False,True,False,True,False
34C2,COIMBRES18DEL02,37,4.6,30,7.774277168534271,False,False,True,False,True,False
80BC,RANCHIRES08DEL02,24,4.6,38,19.59126114572951,False,False,True,False,False,True
A3F0,RANCHIRES20DEL02,27,4.8,25,12.055325619956319,False,False,False,False,False,True
2B59,CHENRES19DEL03,32,4.6,43,13.944242636152236,True,False,False,False,True,False
CE05,KNPRES03DEL01,28,4.6,24,10.432847905402086,True,False,False,False,True,False
9F8D,HYDRES18DEL03,28,5.0,17,9.203603646445394,False,False,False,False,True,False
6898,COIMBRES18DEL03,35,4.8,20,4.664642748896072,False,True,False,False,True,False
4BE4,INDORES09DEL02,26,4.9,15,19.63246571946274,True,False,False,False,True,False
8BBC,CHENRES04DEL03,36,4.6,28,4.647957994225859,False,True,False,False,True,False
B4AC,INDORES04DEL01,37,4.6,27,16.611108704815376,False,True,False,True,False,False
3609,HYDRES15DEL02,25,4.6,26,7.669593796336562,False,False,True,False,True,False
C89C,BHPRES04DEL01,35,4.6,36,16.587231073179073,False,True,False,False,True,False
306B,MUMRES01DEL02,25,4.6,14,12.216036309455992,False,False,True,False,True,False
C985,AGRRES11DEL02,24,4.9,16,2.973165848646851,False,True,False,False,False,True
2A67,RANCHIRES09DEL03,25,4.7,22,4.521867847821235,False,False,True,False,True,False
6E+63,HYDRES17DEL02,23,5.0,14,3.06801652533814,False,False,False,False,False,True
2DE8,COIMBRES14DEL03,24,4.9,17,9.329319358662005,True,False,False,True,False,False
2B16,MUMRES03DEL02,35,4.7,15,7.6332594124464945,False,False,True,True,False,False
AF73,VADRES01DEL03,21,4.6,20,9.074580779980996,False,False,True,False,True,False
492F,SURRES12DEL02,21,5.0,28,12.142206335992308,False,True,False,False,True,False
CFDE,ALHRES16DEL02,37,4.8,18,2.99243199207953,True,False,False,False,False,True
C1D8,KNPRES14DEL01,38,4.1,50,10.43306562217591,False,False,False,False,True,False
7784,HYDRES02DEL02,33,4.9,18,12.272368949431579,False,False,False,False,True,False
A83A,RANCHIRES03DEL01,27,4.1,44,17.259376716936664,False,True,False,False,False,True
8985,CHENRES20DEL03,26,4.5,17,13.944512755807569,False,True,False,False,False,True
B2B1,MUMRES13DEL02,25,4.8,21,12.214263408160942,True,False,False,False,False,True
5269,PUNERES15DEL01,35,4.5,27,10.703707932834973,False,False,True,True,False,False
674A,CHENRES06DEL02,29,4.9,21,20.13824237750315,False,False,True,False,True,False
626D,MUMRES09DEL03,29,4.9,29,9.165678378618614,False,False,True,False,True,False
4769,VADRES010DEL03,25,4.5,11,9.074509257960786,True,False,False,False,True,False
7481,COIMBRES13DEL02,31,4.9,21,3.109874956831217,False,True,False,True,False,False
B7A8,CHENRES15DEL03,26,4.1,22,9.295709283635453,False,True,False,False,True,False
4A2E,BANGRES08DEL01,22,4.7,26,6.198689098998072,False,True,False,False,True,False
500C,RANCHIRES17DEL02,26,4.7,23,12.05632146227304,False,False,True,False,False,True
4961,SURRES02DEL01,29,4.6,30,10.624490627783391,False,True,False,True,False,False
99A9,BANGRES17DEL02,33,4.5,22,7.747301749382407,False,False,True,True,False,False
758E,INDORES010DEL02,22,4.7,28,19.63089520627813,False,False,True,False,True,False
5A4A,CHENRES04DEL03,29,4.9,26,4.647957994225859,False,False,True,False,True,False
596C,CHENRES02DEL03,24,4.8,23,13.941533701364968,True,False,False,False,False,True
A75,PUNERES11DEL01,37,4.7,18,1.5296530898386322,False,False,False,False,True,False
CE3D,KNPRES04DEL02,27,4.8,17,19.37289346655162,False,False,True,False,False,True
444,JAPRES01DEL01,29,4.6,37,17225.04277028808,False,True,False,False,False,False
DDB3,AURGRES16DEL01,32,4.8,26,6.276138627413788,True,False,False,False,False,True
3D27,VADRES17DEL02,32,4.0,43,12.552275755914394,False,False,True,False,True,False
B477,JAPRES20DEL02,25,4.6,38,19.336941157687352,False,False,False,False,True,False
1333,INDORES02DEL01,34,4.7,43,10.574953229197448,False,False,True,False,True,False
31B6,VADRES18DEL01,32,4.7,28,17.259376716936664,False,True,False,False,True,False
236D,JAPRES07DEL03,28,4.6,11,8.932469105184088,False,False,True,False,False,True
32F2,COIMBRES06DEL01,25,4.6,28,17.10255644983933,False,False,False,False,True,False
66B9,BANGRES17DEL02,28,4.9,17,7.747301749382407,False,False,False,False,False,True
A6AB,MUMRES19DEL02,24,4.6,49,12.21580153556638,False,False,True,False,True,False
C70A,BHPRES17DEL01,33,5.0,21,1.5080113865393574,False,True,False,False,True,False
6AAE,JAPRES02DEL02,35,4.7,18,2.9760307123797003,False,False,False,False,False,True
E027,AGRRES03DEL02,32,4.7,28,7.432552919643484,False,True,False,False,True,False
E247,LUDHRES20DEL01,23,2.6,43,16.100675604946108,True,False,False,False,False,True
9545,VADRES06DEL03,26,4.0,33,4.537439164404404,False,False,False,False,True,False
7BE2,INDORES13DEL01,36,4.6,25,6.041273896530671,False,False,True,False,True,False
131B,COIMBRES06DEL01,20,4.3,24,1.554905431859371,True,False,False,False,True,False
CB4,INDORES02DEL01,24,4.7,23,10.574953229197448,True,False,False,False,False,True
377C,VADRES010DEL03,32,4.9,27,9.074509257960786,False,False,False,True,False,False
7761,MYSRES05DEL01,35,4.5,22,1.5514034361583107,False,True,False,False,True,False
6569,INDORES01DEL02,25,4.9,19,7.552708807307073,False,True,False,False,False,True
D3F,COIMBRES11DEL03,39,5.0,27,13.99367902060174,False,False,True,False,True,False
BEC 3.00,MUMRES16DEL02,35,4.9,43,19.85002952070244,False,False,True,False,True,False
D08F,BHPRES20DEL02,30,4.9,12,3.015808482021558,True,False,False,False,False,True
12AD,JAPRES09DEL03,32,4.0,51,20.827616797656383,True,False,False,False,True,False
54EC,MYSRES03DEL01,35,4.2,44,10.859713679362844,True,False,False,False,True,False
8111,HYDRES14DEL01,23,4.9,13,6.1362806627149435,False,False,False,False,False,True
70C0,MUMRES04DEL01,29,4.6,20,1.5266057917440414,True,False,False,False,True,False
8F4,INDORES19DEL02,29,4.6,10,3.020731790895242,False,True,False,True,False,False
A406,COIMBRES14DEL02,23,4.9,19,12.43888855192116,False,False,False,False,True,False
1A4F,JAPRES09DEL03,26,4.0,43,20.827616797656383,True,False,False,False,True,False
441,MYSRES01DEL01,29,4.6,49,10.859484492786814,False,False,True,False,True,False
E263,KNPRES02DEL02,31,4.7,26,2.9810670001645105,False,False,False,False,False,True
2344,MUMRES06DEL01,29,4.6,21,1.5274565294899993,True,False,False,False,True,False
DD02,KOLRES06DEL03,22,4.8,26,9.067909956121467,False,True,False,False,True,False
3977,INDORES06DEL01,30,4.7,28,1.5104773183409803,False,False,True,True,False,False
4CEE,COIMBRES12DEL02,24,4.5,49,12.438948024729351,False,False,True,False,True,False
60A2,CHENRES03DEL01,24,4.5,11,1.5491634661872677,True,False,False,False,True,False
E161,KNPRES11DEL03,27,4.8,28,13.412847257816749,False,False,False,False,True,False
CF72,GOARES04DEL02,20,4.8,16,7.704944165014591,True,False,False,False,True,False
355C,MUMRES18DEL03,23,4.9,16,9.162729174053524,False,False,True,False,False,True
A129,JAPRES16DEL02,38,4.0,44,11.905704284153522,False,True,False,False,False,True
5F61,CHENRES11DEL03,27,4.6,19,4.647649006310348,False,False,True,False,True,False
4326,VADRES13DEL03,39,4.8,34,4.5374767017579485,False,False,True,False,True,False
C446,LUDHRES09DEL02,22,4.7,19,7.319447506612484,True,False,False,True,False,False
6D02,HYDRES08DEL03,20,4.6,38,13.805319475709078,True,False,False,False,True,False
9412,COIMBRES19DEL01,36,4.0,37,10.883784663923027,True,False,False,False,True,False
C3AB,AGRRES04DEL02,30,4.9,27,19.31899331891243,False,False,False,False,True,False
626B,INDORES13DEL02,23,4.1,23,3.0207366434610647,True,False,False,False,True,False
41D,SURRES04DEL03,29,4.6,28,4.553818794873717,False,False,True,False,True,False
DE75,KNPRES01DEL01,38,4.2,31,5.961635079105995,False,True,False,False,True,False
701A,MUMRES07DEL01,30,4.7,30,10.69023490025587,False,True,False,False,False,True
906E,JAPRES19DEL02,38,4.5,29,11.902765808034964,True,False,False,False,True,False
1954,COIMBRES18DEL03,37,4.7,29,9.329056084403875,False,True,False,False,True,False
1AFE,PUNERES17DEL01,25,4.9,26,16.824024800777703,False,True,False,False,False,True
AF05,JAPRES04DEL01,27,4.6,15,5.9521029067124775,True,False,False,False,True,False
745E,VADRES05DEL02,27,4.6,27,7.562208879649091,False,False,False,False,True,False
AB19,PUNERES19DEL01,39,4.0,43,16.822593330902556,False,False,False,False,True,False
B48,RANCHIRES18DEL02,24,4.1,26,3.0146251453629738,False,False,False,False,True,False
D75A,BHPRES02DEL02,31,5.0,15,20.397442775188328,False,False,True,False,False,True
5A1D,JAPRES16DEL03,27,4.6,17,4.4650683810240395,True,False,False,False,False,True
9FA7,JAPRES09DEL01,37,4.8,32,5.951895536674461,True,False,False,False,False,True
47CD,MUMRES18DEL01,24,4.7,27,6.108657243547514,False,False,False,False,False,True
88DE,RANCHIRES14DEL01,30,4.9,24,17.259376716936664,True,False,False,False,True,False
5C06,BANGRES11DEL02,22,3.1,40,20.14291139576411,False,True,False,False,False,True
821E,JAPRES20DEL02,39,4.0,34,2.9755459475843837,False,False,False,False,False,True
BE50,MUMRES02DEL02,31,4.5,49,12.2127855162281,True,False,False,False,True,False
5376,RANCHIRES14DEL02,31,4.7,30,3.1380694073889375,True,False,False,False,False,True
5F25,INDORES03DEL02,26,4.3,36,19.630777254615126,True,False,False,False,False,True
78C2,JAPRES010DEL03,27,4.4,32,20.826810752741334,False,False,True,False,False,True
AB86,CHENRES010DEL03,39,4.1,31,9.294981402880982,False,False,False,False,False,True
9DD8,HYDRES13DEL03,25,4.6,18,13.805559933930528,False,True,False,False,True,False
95F1,MYSRES15DEL02,21,5.0,15,7.756334787417965,False,False,True,False,True,False
51E,HYDRES15DEL03,29,4.6,38,3872.3414467277694,False,True,False,False,True,False
B46,PUNERES20DEL02,34,3.5,37,12.234095574157156,False,False,False,False,False,True
55D5,PUNERES05DEL02,32,4.9,25,12.235732851647132,False,False,False,False,True,False
A8CE,INDORES17DEL03,27,4.9,19,9.061127494752238,True,False,False,False,True,False
37AA,JAPRES17DEL02,37,4.8,29,2.976280715993522,False,False,False,False,True,False
76F1,MYSRES14DEL02,36,4.8,18,7.845173108613388,False,True,False,True,False,False
8C7,PUNERES15DEL02,22,4.7,28,12.232641618890506,True,False,False,False,False,True
83A6,HYDRES01DEL01,26,4.5,26,10.73851444225037,False,False,False,False,False,True
